Produto,Cod. Produto,Ds. Cor,Ds. Tam,226 - UK - RECIFE - 226,238 - UK - RECIFE 2 - 238,240 - UK - RECIFE 3 - 240,242 - UK - RECIFE 4 - 242
ALCA CADARCO/COURO 70490 I25,51780,MARROM,U,1.0,0.0,0.0,1.0
ALCA CADARCO/COURO 70490 I25,51781,PRETO,U,0.0,0.0,0.0,0.0
ALCA CADARCO/COURO 70591 V26,52886,PRETO,U,0.0,0.0,2.0,0.0
ALCA CADARCO/COURO 70591 V26,52887,BEGE,U,2.0,0.0,2.0,1.0
ALCA CORDA 70603 V26,52892,LARANJA,U,1.0,0.0,0.0,0.0
ALCA CORDA 70603 V26,52893,PRETO,U,0.0,0.0,0.0,1.0
ALCA CORDA/RESINA 70572 V25,50280,CARAM/PRETO,U,0.0,0.0,0.0,0.0
ALCA CORDA/RESINA 70572 V25,50281,PRETO/BRANCO,U,0.0,0.0,0.0,0.0
ALCA COURO 70573 V25,50278,CARAMELO,U,0.0,0.0,0.0,1.0
ALCA COURO 70573 V25,50279,PRETO,U,0.0,2.0,0.0,0.0
ANABELA COURO PIC NIC V26,53204,LARANJA/MARROM,34,0.0,0.0,1.0,0.0
ANABELA COURO PIC NIC V26,53205,LARANJA/MARROM,35,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53206,LARANJA/MARROM,36,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53207,LARANJA/MARROM,37,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53208,LARANJA/MARROM,38,1.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53209,LARANJA/MARROM,39,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53211,OFF/CARAMELO,34,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53212,OFF/CARAMELO,35,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53213,OFF/CARAMELO,36,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53214,OFF/CARAMELO,37,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53215,OFF/CARAMELO,38,0.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53216,OFF/CARAMELO,39,1.0,0.0,0.0,0.0
ANABELA COURO PIC NIC V26,53217,OFF/CARAMELO,40,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51060,CARAM/LARAN,34,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51061,CARAM/LARAN,35,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51062,CARAM/LARAN,36,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51063,CARAM/LARAN,37,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51064,CARAM/LARAN,38,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51065,CARAM/LARAN,39,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51067,PRETO/OFF,34,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51068,PRETO/OFF,35,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51069,PRETO/OFF,36,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51070,PRETO/OFF,37,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51071,PRETO/OFF,38,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG ALIKA V25,51072,PRETO/OFF,39,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52482,CINZA,33,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52483,CINZA,34,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52484,CINZA,35,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52485,CINZA,36,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52486,CINZA,37,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52487,CINZA,38,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52488,CINZA,39,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52490,VERDE,34,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52491,VERDE,35,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52492,VERDE,36,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52493,VERDE,37,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52494,VERDE,38,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG COSTA I25,52495,VERDE,39,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54595,PRETO,34,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54596,PRETO,35,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54597,PRETO,36,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54598,PRETO,37,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54599,PRETO,38,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54600,PRETO,39,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54602,CINZA,34,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54603,CINZA,35,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54604,CINZA,36,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54605,CINZA,37,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54606,CINZA,38,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG NEW RAPHA I26,54607,CINZA,39,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51432,CARAMELO,34,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51433,CARAMELO,35,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51434,CARAMELO,36,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51435,CARAMELO,37,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51436,CARAMELO,38,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51437,CARAMELO,39,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51439,NATURAL,34,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51440,NATURAL,35,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51441,NATURAL,36,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51442,NATURAL,37,0.0,0.0,0.0,0.0
ANABELA NOBUCK VEG SAGE V25,51443,NATURAL,38,0.0,0.0,0.0,0.0
BAG CHARM SINTETICO 70622 I26,54890,PRETO/CARAM,U,2.0,2.0,2.0,2.0
BAG CHARM SINTETICO 70622 I26,54891,CARAM/PRETO,U,2.0,2.0,2.0,2.0
BAG CHARM SINTETICO 70622 I26,54892,VINHO/OFF,U,2.0,2.0,2.0,1.0
BAG CHARMS COURO 70588 V26,52799,LARANJA,U,1.0,0.0,1.0,0.0
BAG CHARMS COURO 70588 V26,52800,BEGE,U,0.0,0.0,0.0,0.0
BAG CHARMS COURO 70588 V26,52801,PRETO,U,2.0,0.0,0.0,0.0
BAG CHARMS COURO 70588 V26,52802,MARROM,U,0.0,0.0,0.0,0.0
BAG CHARMS COURO 70588 V26,53094,AZUL,U,0.0,0.0,0.0,0.0
BAG CHARMS COURO 70588 V26,53095,VERDE,U,0.0,0.0,0.0,0.0
BAG CHARMS COURO 70588 V26,53096,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61000 I26,54965,PRETO,U,1.0,0.0,0.0,0.0
BOLSA COURO 61000 I26,54966,CARAMELO,U,1.0,0.0,0.0,0.0
BOLSA COURO 61000 I26,54967,VINHO,U,1.0,0.0,0.0,0.0
BOLSA COURO 61000 I26,54968,MILITAR,U,1.0,0.0,0.0,0.0
BOLSA COURO 61063 I25,51846,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61063 I25,51847,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61063 I25,51848,PRETO,U,1.0,0.0,0.0,0.0
BOLSA COURO 61063 V25,50192,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61063 V25,50193,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61063 V25,50194,PRETO,U,1.0,0.0,0.0,0.0
BOLSA COURO 61063 V25,50195,VERMELHO,U,1.0,0.0,0.0,0.0
BOLSA COURO 61107 I25,51739,AREIA,U,0.0,0.0,0.0,1.0
BOLSA COURO 61107 I25,51740,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61107 I25,51741,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61107 I25,51742,VERMELHO,U,0.0,0.0,1.0,0.0
BOLSA COURO 61107 I26,54969,PRETO,U,3.0,2.0,2.0,2.0
BOLSA COURO 61107 I26,54970,CARAMELO,U,4.0,2.0,3.0,2.0
BOLSA COURO 61107 I26,54971,VINHO,U,4.0,2.0,0.0,1.0
BOLSA COURO 61107 I26,54972,MILITAR,U,4.0,2.0,3.0,2.0
BOLSA COURO 61107 V25,50211,AMARELO,U,0.0,0.0,1.0,0.0
BOLSA COURO 61107 V25,50212,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61107 V25,50213,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61107 V25,50214,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61107 V26,53024,PRETO,U,0.0,0.0,1.0,0.0
BOLSA COURO 61107 V26,53025,BEGE,U,2.0,0.0,1.0,3.0
BOLSA COURO 61107 V26,53026,AZUL,U,1.0,0.0,0.0,0.0
BOLSA COURO 61107 V26,53027,MARROM,U,1.0,0.0,1.0,0.0
BOLSA COURO 61179 V25,51646,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61179 V25,51647,LARANJA,U,0.0,0.0,1.0,0.0
BOLSA COURO 61179 V25,51648,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61179 V25,51649,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61181 V25,51650,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61181 V25,51651,LARANJA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61181 V25,51652,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61181 V25,51653,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61186 V25,51654,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61186 V25,51655,LARANJA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61186 V25,51656,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61186 V25,51657,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61209 V25,50306,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61209 V25,50307,LARANJA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61209 V25,50308,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61210 V25,50310,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61210 V25,50311,LARANJA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61210 V25,50312,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61210 V25,50313,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61211 V25,50314,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61211 V25,50315,LARANJA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61211 V25,50316,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61211 V25,50317,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61257 V25,51264,AMARELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61257 V25,51265,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61257 V25,51266,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61257 V25,51267,VERMELHO,U,0.0,1.0,0.0,0.0
BOLSA COURO 61257 V25,51268,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61258 V25,51376,AMARELO,U,0.0,1.0,0.0,0.0
BOLSA COURO 61258 V25,51377,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61258 V25,51378,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61258 V25,51379,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61258 V25,51380,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61259 V25,51383,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61259 V25,51384,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61259 V25,51385,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61260 V25,50196,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61260 V25,50197,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61260 V25,50198,AMARELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61260 V25,50199,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61260 V25,50200,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61261 I25,52771,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61261 I25,52772,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61261 I25,52773,PRETO,U,0.0,0.0,1.0,0.0
BOLSA COURO 61261 I25,52774,VERDE,U,1.0,0.0,0.0,0.0
BOLSA COURO 61261 I25,52775,AZUL,U,0.0,0.0,0.0,0.0
BOLSA COURO 61261 V25,50201,AMARELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61261 V25,50202,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61261 V25,50203,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61261 V25,50204,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61261 V25,50205,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61262 V25,50206,AMARELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61262 V25,50207,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61262 V25,50208,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61262 V25,50209,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61262 V25,50210,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61290 I25,51727,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61290 I25,51728,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61290 I25,51729,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61290 I25,51730,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61291 I25,51731,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61291 I25,51732,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61291 I25,51733,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61291 I25,51734,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61292 I25,51735,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61292 I25,51736,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61292 I25,51737,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61292 I25,51738,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61294 I25,51830,AZUL,U,0.0,0.0,0.0,0.0
BOLSA COURO 61294 I25,51831,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61294 I25,51832,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61294 I25,51833,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61295 I25,51842,AZUL,U,0.0,0.0,0.0,0.0
BOLSA COURO 61295 I25,51843,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61295 I25,51844,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61295 I25,51845,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61296 I25,51834,AZUL,U,0.0,0.0,0.0,0.0
BOLSA COURO 61296 I25,51835,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61296 I25,51836,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61296 I25,51837,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61297 I25,51838,AZUL,U,0.0,0.0,0.0,0.0
BOLSA COURO 61297 I25,51839,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61297 I25,51840,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61297 I25,51841,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61299 I25,52273,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61299 I25,52274,MARROM,U,0.0,0.0,1.0,0.0
BOLSA COURO 61299 I25,52275,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61299 I25,52276,VERMELHO,U,0.0,1.0,0.0,0.0
BOLSA COURO 61300 I25,52281,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61300 I25,52282,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61300 I25,52283,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61300 I25,52284,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61300 I26,54957,PRETO,U,3.0,2.0,3.0,2.0
BOLSA COURO 61300 I26,54958,CARAMELO,U,4.0,2.0,3.0,2.0
BOLSA COURO 61300 I26,54959,VINHO,U,4.0,2.0,3.0,2.0
BOLSA COURO 61300 I26,54960,MILITAR,U,4.0,2.0,3.0,1.0
BOLSA COURO 61301 I25,52285,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61301 I25,52286,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61301 I25,52287,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61301 I25,52288,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61303 I25,52689,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61303 I25,52690,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61303 I25,52691,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61303 I25,52692,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61304 I25,52685,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61304 I25,52686,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61304 I25,52687,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61304 I25,52688,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61379 V26,52920,PRETO,U,0.0,0.0,1.0,1.0
BOLSA COURO 61379 V26,52921,BEGE,U,4.0,0.0,1.0,1.0
BOLSA COURO 61379 V26,52922,MARROM,U,4.0,0.0,1.0,1.0
BOLSA COURO 61379 V26,52923,LARANJA,U,1.0,0.0,0.0,1.0
BOLSA COURO 61380 V26,52928,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61380 V26,52929,BEGE,U,1.0,1.0,0.0,0.0
BOLSA COURO 61380 V26,52930,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61380 V26,52931,LARANJA,U,0.0,1.0,0.0,0.0
BOLSA COURO 61381 V26,52924,PRETO,U,1.0,0.0,1.0,2.0
BOLSA COURO 61381 V26,52925,BEGE,U,0.0,0.0,0.0,1.0
BOLSA COURO 61381 V26,52926,MARROM,U,0.0,0.0,0.0,0.0
BOLSA COURO 61381 V26,52927,LARANJA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61382 V26,53097,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61382 V26,53098,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61382 V26,53099,AREIA,U,0.0,2.0,1.0,0.0
BOLSA COURO 61384 V26,53100,PRETO,U,0.0,1.0,1.0,2.0
BOLSA COURO 61384 V26,53101,AREIA,U,1.0,0.0,0.0,0.0
BOLSA COURO 61384 V26,53102,VERDE,U,1.0,0.0,0.0,0.0
BOLSA COURO 61385 V26,52816,PRETO,U,1.0,0.0,0.0,0.0
BOLSA COURO 61385 V26,52817,BEGE,U,1.0,1.0,0.0,0.0
BOLSA COURO 61385 V26,52818,AZUL,U,2.0,0.0,0.0,0.0
BOLSA COURO 61385 V26,52819,MARROM,U,1.0,0.0,0.0,0.0
BOLSA COURO 61386 V26,52820,PRETO,U,2.0,0.0,1.0,0.0
BOLSA COURO 61386 V26,52821,BEGE,U,2.0,2.0,3.0,0.0
BOLSA COURO 61386 V26,52822,AZUL,U,2.0,1.0,1.0,0.0
BOLSA COURO 61386 V26,52823,MARROM,U,1.0,0.0,2.0,1.0
BOLSA COURO 61387 V26,53000,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61387 V26,53001,AREIA,U,1.0,1.0,0.0,0.0
BOLSA COURO 61387 V26,53002,VERDE,U,0.0,2.0,0.0,0.0
BOLSA COURO 61388 V26,53003,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61388 V26,53004,AREIA,U,0.0,1.0,0.0,0.0
BOLSA COURO 61388 V26,53005,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61388 V26,53006,AZUL,U,0.0,0.0,0.0,0.0
BOLSA COURO 61389 V26,53020,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61389 V26,53021,AREIA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61389 V26,53022,AZUL,U,0.0,0.0,0.0,0.0
BOLSA COURO 61389 V26,53023,VERDE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61398 V26,53103,PRETO,U,0.0,0.0,1.0,0.0
BOLSA COURO 61398 V26,53104,MARROM,U,1.0,0.0,1.0,0.0
BOLSA COURO 61398 V26,53105,AREIA,U,1.0,1.0,1.0,1.0
BOLSA COURO 61400 V26,52932,PRETO,U,0.0,0.0,1.0,1.0
BOLSA COURO 61400 V26,52933,BEGE,U,1.0,0.0,0.0,0.0
BOLSA COURO 61400 V26,52934,MARROM,U,0.0,0.0,1.0,0.0
BOLSA COURO 61400 V26,52935,LARANJA,U,1.0,1.0,1.0,1.0
BOLSA COURO 61401 V26,53033,PRETO,U,3.0,0.0,1.0,0.0
BOLSA COURO 61401 V26,53034,BEGE,U,2.0,0.0,0.0,0.0
BOLSA COURO 61401 V26,53035,AZUL,U,1.0,0.0,1.0,0.0
BOLSA COURO 61401 V26,53036,MARROM,U,1.0,0.0,0.0,0.0
BOLSA COURO 61430 I26,54961,PRETO,U,3.0,2.0,1.0,1.0
BOLSA COURO 61430 I26,54962,CARAMELO,U,3.0,2.0,1.0,1.0
BOLSA COURO 61430 I26,54963,VINHO,U,2.0,1.0,2.0,2.0
BOLSA COURO 61430 I26,54964,MILITAR,U,2.0,1.0,2.0,2.0
BOLSA COURO 61433  I26,55054,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61433  I26,55055,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61433  I26,55056,TELHA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61433  I26,55057,TAUPE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61434 I26,55058,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61434 I26,55059,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61434 I26,55060,TELHA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61434 I26,55061,TAUPE,U,0.0,0.0,0.0,0.0
BOLSA COURO 61435 I26,55062,PRETO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61435 I26,55063,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA COURO 61435 I26,55064,TELHA,U,0.0,0.0,0.0,0.0
BOLSA COURO 61435 I26,55065,TAUPE,U,0.0,0.0,0.0,0.0
BOLSA DE MAO LONA 70416 B25,54058,LISTRADO,U,0.0,0.0,0.0,0.0
BOLSA DE MAO NYLON 70416 V26,52984,PRETO,U,1.0,1.0,0.0,0.0
BOLSA DE MAO NYLON 70416 V26,52985,VERMELHO,U,0.0,1.0,0.0,0.0
BOLSA DE MAO NYLON 70416 V26,52986,CHARUTO,U,0.0,1.0,0.0,0.0
BOLSA KING RUBBER 61038 V25,51211,PRETO,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61038 V25,51212,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61038 V25,51271,VERDE,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61038 V25,51272,CINZA METAL.,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61040 V26,53971,PRETO,U,2.0,2.0,1.0,1.0
BOLSA KING RUBBER 61040 V26,53972,MARROM,U,2.0,1.0,0.0,1.0
BOLSA KING RUBBER 61040 V26,53973,BEGE,U,1.0,2.0,1.0,0.0
BOLSA KING RUBBER 61040 V26,53974,MARINHO,U,0.0,2.0,1.0,0.0
BOLSA KING RUBBER 61144 V26,53967,PRETO,U,2.0,2.0,1.0,1.0
BOLSA KING RUBBER 61144 V26,53968,MARROM,U,1.0,1.0,0.0,1.0
BOLSA KING RUBBER 61144 V26,53969,MARINHO,U,1.0,0.0,0.0,0.0
BOLSA KING RUBBER 61144 V26,53970,BEGE,U,1.0,2.0,1.0,0.0
BOLSA KING RUBBER 61233 V26,53975,PRETO,U,3.0,2.0,1.0,1.0
BOLSA KING RUBBER 61233 V26,53976,MARROM,U,0.0,1.0,1.0,0.0
BOLSA KING RUBBER 61233 V26,53977,BEGE,U,1.0,1.0,1.0,1.0
BOLSA KING RUBBER 61233 V26,53978,MARINHO,U,1.0,1.0,1.0,1.0
BOLSA KING RUBBER 61240 V25,51207,PRETO,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61240 V25,51208,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61240 V25,51269,VERDE,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61240 V25,51270,CINZA METAL.,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61241 V25,51215,PRETO,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61241 V25,51216,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61241 V25,51273,CINZA METAL.,U,0.0,0.0,0.0,0.0
BOLSA KING RUBBER 61241 V25,51274,VERDE,U,0.0,0.0,0.0,0.0
BOLSA LONA 61202 V26,53118,PRETO,U,0.0,1.0,0.0,0.0
BOLSA LONA 61202 V26,53119,LARANJA,U,1.0,0.0,1.0,1.0
BOLSA LONA 61420 B25,54056,LISTRADO,U,0.0,0.0,0.0,0.0
BOLSA MULTI SINTETICO 70562 V25,51358,BRONZE,U,0.0,0.0,0.0,0.0
BOLSA MULTI SINTETICO 70562 V25,51359,PRATA,U,0.0,0.0,0.0,0.0
BOLSA MULTI SINTETICO 70562 V25,51360,PRETO,U,0.0,0.0,0.0,0.0
BOLSA NY BNT 61038 V26,53930,PRETO,U,1.0,0.0,1.0,1.0
BOLSA NY BNT 61038 V26,53931,MARINHO,U,1.0,0.0,1.0,0.0
