Produto,Cod. Produto,Ds. Cor,Ds. Tam,226 - UK - RECIFE - 226,238 - UK - RECIFE 2 - 238,240 - UK - RECIFE 3 - 240,242 - UK - RECIFE 4 - 242
BOLSA SINTETICO 61271 B24,50893,AZUL,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61271 B24,50894,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61271 B24,50895,PRETO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61272 B24,50896,AREIA,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61272 B24,50897,AZUL,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61272 B24,50898,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61272 B24,50899,PRETO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61273 B24,50900,AREIA,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61273 B24,50901,AZUL,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61273 B24,50902,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61273 B24,50903,PRETO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61329 I25,51858,AREIA,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61329 I25,51859,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61329 I25,51860,PRETO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61329 I25,51861,VERDE,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61330 I25,51862,AREIA,U,0.0,0.0,0.0,1.0
BOLSA SINTETICO 61330 I25,51863,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61330 I25,51864,PRETO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61330 I25,51865,VERDE,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61331 I25,51866,AREIA,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61331 I25,51867,CARAMELO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61331 I25,51868,PRETO,U,0.0,0.0,0.0,0.0
BOLSA SINTETICO 61331 I25,51869,VERDE,U,0.0,0.0,0.0,0.0
BOLSA TEAR 61323 I25,52291,AZUL/PRETO,U,0.0,0.0,0.0,0.0
BOLSA TEAR 61324 I25,52289,AZUL/PRETO,U,0.0,0.0,0.0,0.0
BOLSA TEAR 61325 I25,52290,AZUL/PRETO,U,0.0,0.0,0.0,0.0
BOLSA VICHY/SATIN 61200 V25,51260,PRETO,U,0.0,0.0,0.0,0.0
BOLSA VICHY/SATIN 61200 V25,51261,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSA VICHY/SATIN 61201 V25,51262,PRETO,U,0.0,0.0,0.0,0.0
BOLSA VICHY/SATIN 61201 V25,51263,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSINHA DE MAO NY 70416 I25,52244,VERDE,U,0.0,1.0,0.0,0.0
BOLSINHA DE MAO NY 70416 I25,52245,AZUL,U,0.0,1.0,0.0,0.0
BOLSINHA DE MAO NY 70416 I25,52246,PRETO,U,0.0,0.0,0.0,0.0
BOLSINHA DE MAO NY 70416 I25,52247,VERMELHO,U,0.0,1.0,0.0,0.0
BOLSINHA DE MAO NY 70416 V25,50257,OFF WHITE,U,0.0,0.0,0.0,0.0
BOLSINHA DE MAO NY 70416 V25,50258,PRETO,U,0.0,0.0,0.0,0.0
BOLSINHA DE MAO NY 70416 V25,50259,VERDE,U,0.0,0.0,0.0,0.0
BOLSINHA DE MAO NY 70416 V25,50260,VERMELHO,U,0.0,0.0,0.0,0.0
BOLSINHA DE MAO NY SATIN 70416 I26,54875,VINHO,U,2.0,1.0,1.0,0.0
BOLSINHA DE MAO NY SATIN 70416 I26,54876,VERDE,U,2.0,1.0,1.0,0.0
BOLSINHA DE MAO NY SATIN 70416 I26,54877,AREIA,U,1.0,1.0,0.0,2.0
BOLSINHA DE MAO NY SATIN 70416 I26,54878,PRETO,U,2.0,1.0,2.0,2.0
BOLSINHA DE MAO NY SATIN 70579 I25,51786,AZUL,U,0.0,0.0,0.0,0.0
BOLSINHA DE MAO NY SATIN 70579 I25,51787,CAQUI,U,0.0,0.0,0.0,0.0
BOLSINHA DE MAO NY SATIN 70579 I25,51788,PRETO,U,0.0,1.0,0.0,0.0
BOTA COURO CLOUD I26,54477,CARAMELO,34,1.0,0.0,0.0,0.0
BOTA COURO CLOUD I26,54478,CARAMELO,35,1.0,2.0,1.0,1.0
BOTA COURO CLOUD I26,54479,CARAMELO,36,3.0,3.0,2.0,2.0
BOTA COURO CLOUD I26,54480,CARAMELO,37,3.0,2.0,3.0,3.0
BOTA COURO CLOUD I26,54481,CARAMELO,38,2.0,1.0,2.0,2.0
BOTA COURO CLOUD I26,54482,CARAMELO,39,1.0,0.0,1.0,1.0
BOTA COURO CLOUD I26,54485,CAFE,35,0.0,0.0,0.0,0.0
BOTA COURO CLOUD I26,54486,CAFE,36,1.0,1.0,0.0,0.0
BOTA COURO CLOUD I26,54487,CAFE,37,1.0,1.0,0.0,0.0
BOTA COURO CLOUD I26,54488,CAFE,38,1.0,0.0,0.0,0.0
BOTA COURO CLOUD I26,54489,CAFE,39,1.0,0.0,0.0,0.0
CARTEIRA COURO 70341 V25,50326,LARANJA/OFF,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70341 V25,50327,OFF/VERDE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70341 V25,50328,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70341 V25,50329,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70342 V25,50338,LARANJA/OFF,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70342 V25,50339,OFF/VERDE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70342 V25,50340,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70342 V25,50341,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 I25,51933,MARROM,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 I25,51934,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 I25,51935,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 I25,51936,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 I26,55100,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 I26,55101,VINHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 I26,55102,TAUPE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V25,50216,AMARELO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V25,50217,CARAMELO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V25,50218,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V25,50219,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V25,50220,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V26,52869,VERMELHO,U,0.0,1.0,0.0,0.0
CARTEIRA COURO 70347 V26,52870,BEGE,U,2.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V26,52871,MARROM,U,1.0,1.0,0.0,0.0
CARTEIRA COURO 70347 V26,52872,PRETO,U,1.0,0.0,1.0,0.0
CARTEIRA COURO 70347 V26,53083,PRETO,U,0.0,0.0,1.0,0.0
CARTEIRA COURO 70347 V26,53084,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V26,53085,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70347 V26,53086,AZUL,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 I25,52369,MARROM,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 I25,52370,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 I25,52371,VERDE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 I26,55002,PRETO,U,4.0,4.0,4.0,3.0
CARTEIRA COURO 70426 I26,55003,VINHO,U,6.0,3.0,4.0,2.0
CARTEIRA COURO 70426 I26,55004,CARAMELO,U,5.0,4.0,6.0,2.0
CARTEIRA COURO 70426 V25,50225,CARAMELO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 V25,50226,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 V25,50227,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 V25,50228,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 V26,53049,MARROM,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70426 V26,53050,LARANJA,U,1.0,0.0,0.0,1.0
CARTEIRA COURO 70426 V26,53051,BEGE,U,0.0,0.0,0.0,1.0
CARTEIRA COURO 70426 V26,53052,VERMELHO,U,0.0,0.0,0.0,1.0
CARTEIRA COURO 70426 V26,53053,PRETO,U,2.0,0.0,0.0,2.0
CARTEIRA COURO 70444 V25,51176,ROYAL/AZUL,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70444 V25,51177,OFF/CARAMELO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70444 V25,51178,PRETO/OFF,U,0.0,1.0,0.0,0.0
CARTEIRA COURO 70444 V25,51179,VERDE/LIMAO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70444 V25,51180,VERMELHO/LARAN,U,0.0,1.0,0.0,0.0
CARTEIRA COURO 70444 V26,52959,VERM/MARROM,U,0.0,1.0,0.0,0.0
CARTEIRA COURO 70444 V26,52960,AZUL/MARROM,U,0.0,2.0,0.0,0.0
CARTEIRA COURO 70444 V26,52961,PRETO/BEGE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70445 V25,51181,PRETO/OFF,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70445 V25,51182,OFF/CARAMELO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70445 V25,51183,VERDE/LIMAO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70445 V25,51184,ROYAL/AZUL,U,0.0,1.0,0.0,0.0
CARTEIRA COURO 70445 V25,51185,VERMELHO/LARAN,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70445 V26,52956,VERM/MARROM,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70445 V26,52957,AZUL/MARROM,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70445 V26,52958,PRETO/BEGE,U,1.0,0.0,0.0,0.0
CARTEIRA COURO 70499 I25,51937,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70499 I25,51938,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70499 I25,51939,VERDE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70499 I25,51940,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70499 I26,55005,PRETO,U,5.0,3.0,2.0,2.0
CARTEIRA COURO 70499 I26,55006,CARAMELO,U,5.0,3.0,2.0,2.0
CARTEIRA COURO 70499 I26,55007,VINHO,U,7.0,3.0,2.0,3.0
CARTEIRA COURO 70499 I26,55008,MILITAR,U,4.0,3.0,2.0,2.0
CARTEIRA COURO 70499 V25,50221,CARAMELO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70499 V25,50222,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70499 V25,50223,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70499 V25,50224,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70499 V26,53054,VERMELHO,U,0.0,3.0,1.0,0.0
CARTEIRA COURO 70499 V26,53055,LARANJA,U,0.0,0.0,1.0,0.0
CARTEIRA COURO 70499 V26,53056,PRETO,U,1.0,1.0,2.0,1.0
CARTEIRA COURO 70499 V26,53057,MARROM,U,0.0,0.0,0.0,1.0
CARTEIRA COURO 70500 V25,51281,AZUL/OFF,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70500 V25,51283,VERDE/LIMAO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70500 V25,51284,VERM/AZ CLARO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 I25,52365,MARROM,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 I25,52366,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 I25,52367,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 I25,52368,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 V25,50322,LARANJA,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 V25,50323,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 V25,50325,VERDE,U,0.0,0.0,1.0,0.0
CARTEIRA COURO 70512 V26,52962,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 V26,52963,MARROM,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 V26,52964,AZUL,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70512 V26,52965,VERMELHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70583 I25,52359,AZUL/OFF,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70583 I25,52360,CARAM/PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70583 I25,52361,PRETO/OFF,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70584 I25,52362,AZUL/OFF,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70584 I25,52363,CARAM/PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70584 I25,52364,PRETO/OFF,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70612 I26,55103,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70612 I26,55104,VINHO,U,0.0,0.0,0.0,0.0
CARTEIRA COURO 70612 I26,55105,TAUPE,U,0.0,0.0,0.0,0.0
CARTEIRA NY ESTAMPADO 70450 V26,53124,PRETO,U,1.0,2.0,1.0,1.0
CARTEIRA NY ESTAMPADO 70450 V26,53125,LARANJA,U,1.0,1.0,2.0,0.0
CARTEIRA NY LISTRA 70450 V25,51278,AZUL,U,0.0,0.0,0.0,0.0
CARTEIRA NY LISTRA 70450 V25,51279,PRETO,U,0.0,1.0,0.0,0.0
CARTEIRA NY LISTRADO 70450 I25,52734,LISTRA AMARELO,U,1.0,2.0,0.0,0.0
CARTEIRA NY LISTRADO 70450 I25,52735,LISTRA AZUL,U,0.0,0.0,0.0,0.0
CARTEIRA PU 70533 V25,51186,CARAMELO,U,0.0,0.0,0.0,0.0
CARTEIRA PU 70533 V25,51187,VERDE,U,2.0,2.0,2.0,2.0
CARTEIRA PU 70533 V25,51188,LARANJA,U,0.0,2.0,0.0,1.0
CARTEIRA PU 70533 V25,51189,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA PU 70533 V25,51190,PRETO,U,0.0,0.0,0.0,0.0
CARTEIRA PU 70533 V26,53120,BEGE,U,1.0,1.0,0.0,0.0
CARTEIRA PU 70533 V26,53121,VERDE,U,0.0,0.0,0.0,0.0
CARTEIRA PU 70533 V26,53122,PRETO,U,1.0,0.0,0.0,0.0
CARTEIRA PU 70533 V26,53123,MARROM,U,1.0,0.0,0.0,0.0
CARTEIRA SINTETICO 70426 V25,51386,BRONZE,U,0.0,0.0,0.0,0.0
CARTEIRA SINTETICO 70426 V25,51387,PRETO,U,0.0,2.0,0.0,0.0
CARTEIRA SINTETICO 70426 V25,51388,PRATA,U,0.0,0.0,0.0,0.0
CARTEIRA SINTETICO 70533 I25,52729,MARROM,U,0.0,0.0,0.0,0.0
CARTEIRA SINTETICO 70533 I25,52730,OFF WHITE,U,0.0,0.0,0.0,0.0
CARTEIRA SINTETICO 70533 I25,52731,PRETO,U,0.0,3.0,0.0,0.0
CARTEIRA SINTETICO 70533 I25,52732,VERDE,U,2.0,3.0,0.0,0.0
CARTEIRA SINTETICO 70533 I25,52733,VERMELHO,U,0.0,1.0,0.0,0.0
CHAVEIRO COURO 70552 V25,50822,AZUL,U,0.0,0.0,0.0,0.0
CHAVEIRO COURO 70552 V25,50823,VERDE,U,0.0,1.0,0.0,0.0
CHAVEIRO COURO 70552 V25,50824,VERMELHO,U,0.0,0.0,0.0,0.0
CHAVEIRO COURO 70598 V26,53091,AMARELO,U,1.0,0.0,0.0,0.0
CHAVEIRO COURO 70598 V26,53092,OFF WHITE,U,0.0,1.0,0.0,0.0
CHAVEIRO COURO 70598 V26,53093,LARANJA,U,0.0,0.0,0.0,0.0
CINTO ELASTICO 70547 V25,50047,AZUL/CARAM,U,0.0,0.0,0.0,0.0
CINTO ELASTICO 70547 V25,50049,MARROM,U,0.0,0.0,0.0,0.0
CLUTCH NY ESTAMPADO 70594 V26,53116,PRETO,U,0.0,0.0,0.0,0.0
CLUTCH NY ESTAMPADO 70594 V26,53117,LARANJA,U,0.0,0.0,0.0,0.0
CLUTCH PU 70580 V25,51661,LARANJA FLUOR,U,0.0,0.0,0.0,0.0
CLUTCH PU 70580 V25,51662,AMARELO LIMAO,U,0.0,0.0,0.0,0.0
CLUTCH PU 70580 V25,51663,VERDE PISCINA,U,0.0,0.0,0.0,0.0
CLUTCH PU 70580 V25,51664,AZUL CLARO,U,0.0,0.0,0.0,0.0
CLUTCH PU 70580 V25,51665,AREIA,U,0.0,0.0,0.0,0.0
CLUTCH PU 70580 V25,51666,PRETO,U,0.0,0.0,0.0,0.0
CLUTCH PU 70590 V26,52807,BEGE,U,0.0,0.0,0.0,0.0
CLUTCH PU 70590 V26,52808,MARROM,U,0.0,0.0,0.0,1.0
CLUTCH PU 70590 V26,52809,PRETO,U,1.0,0.0,0.0,0.0
COLAR CAMURCA/METAL CV25L,50866,OURO VELHO,U,0.0,0.0,0.0,0.0
COLAR CORDA/CRISTAL CI25H,52682,MARROM,U,0.0,0.0,0.0,0.0
COLAR CORDA/CRISTAL CI25H,52683,PRETO,U,0.0,0.0,0.0,0.0
COLAR CORDA/CRISTAL CV26A,52810,AZUL/VERDE,U,1.0,3.0,1.0,1.0
COLAR CORDA/CRISTAL CV26A,52811,PTO/BRANCO,U,4.0,5.0,0.0,1.0
COLAR CORDA/METAL CI25B,51800,AZUL,U,0.0,0.0,0.0,0.0
COLAR CORDA/METAL CI25B,51801,PRETO,U,0.0,0.0,0.0,0.0
COLAR CORDA/METAL CI25B,51802,VERMELHO,U,0.0,0.0,0.0,0.0
COLAR CORDA/METAL CI25D,52264,PRETO,U,0.0,0.0,0.0,0.0
COLAR CORDA/METAL CI25D,52265,VERMELHO,U,0.0,0.0,0.0,0.0
COLAR CORDA/METAL CV25E,50283,AZUL/OURO VELHO,U,0.0,0.0,0.0,0.0
COLAR CORDA/MOLA CV26D,52993,AZUL/VERDE,U,0.0,1.0,0.0,0.0
COLAR CORDA/MOLA CV26D,52994,PRETO,U,1.0,0.0,0.0,0.0
COLAR COURO/METAL CV25H,50289,OURO VELHO,U,0.0,0.0,0.0,0.0
COLAR CRISTAL/METAL CI26D,55036,PRETO,U,0.0,0.0,0.0,0.0
COLAR CRISTAL/METAL CI26D,55037,VINHO,U,0.0,0.0,0.0,0.0
COLAR METAL CI25A,51798,OURO VELHO,U,0.0,0.0,0.0,0.0
COLAR METAL CI25A,51799,PRATA VELHA,U,0.0,0.0,0.0,0.0
COLAR METAL CI25E,51805,PRETO/CARAM,U,0.0,0.0,0.0,0.0
COLAR METAL CI25E,51806,VERDE/AZUL,U,0.0,0.0,0.0,0.0
COLAR METAL CI25I,52271,OURO VELHO,U,1.0,2.0,0.0,0.0
COLAR METAL CI25I,52272,PRATA VELHA,U,1.0,2.0,0.0,0.0
COLAR METAL CI25L,52681,PRATA VELHA,U,0.0,0.0,3.0,5.0
COLAR METAL CI25M,52684,OURO VELHO,U,0.0,0.0,0.0,0.0
COLAR METAL CV25G,50287,OURO VELHO,U,0.0,0.0,0.0,0.0
COLAR METAL CV25G,50288,PRATA VELHO,U,0.0,0.0,0.0,0.0
COLAR METAL CV25M,50867,PRATA FOSCO,U,0.0,0.0,0.0,1.0
COLAR METAL CV26G,52900,AREIA,U,0.0,0.0,0.0,0.0
COLAR METAL CV26G,52901,VERDE,U,0.0,0.0,0.0,2.0
COLAR METAL CV26G,52902,AZUL,U,0.0,0.0,0.0,0.0
COLAR METAL CV26H,52903,AREIA,U,2.0,0.0,0.0,2.0
COLAR METAL CV26H,52904,VERDE,U,3.0,1.0,0.0,2.0
COLAR METAL CV26H,52905,AZUL,U,0.0,0.0,0.0,3.0
COLAR METAL CV26I,52906,PRATA VELHO,U,0.0,1.0,1.0,1.0
COLAR METAL CV26I,52907,OURO VELHO,U,0.0,0.0,0.0,0.0
COLAR METAL/CORDA CV25D,50069,AZUL,U,0.0,0.0,0.0,0.0
COLAR METAL/CORDA CV25D,50070,PRETO,U,0.0,0.0,0.0,0.0
COLAR METAL/CORDA CV25D,50071,VERMELHO,U,0.0,0.0,0.0,0.0
COLAR METAL/CORDA CV25N,50868,OURO VELHO,U,0.0,0.0,0.0,0.0
COLAR METAL/CORDA CV25N,50869,PRATA VELHO,U,0.0,0.0,0.0,0.0
COLAR METAL/RESINA CI26C,54934,PRETO,U,3.0,2.0,2.0,2.0
COLAR METAL/RESINA CI26C,54935,AZUL,U,3.0,2.0,2.0,2.0
COLAR METAL/RESINA CI26C,54936,AMBAR,U,2.0,2.0,2.0,1.0
COLAR RESINA CI26A,54893,PTO/BRANCO,U,2.0,2.0,3.0,2.0
COLAR RESINA CI26A,54894,VERDE,U,3.0,2.0,1.0,2.0
COLAR RESINA CI26A,54895,VINHO,U,1.0,2.0,2.0,2.0
COLAR RESINA CI26B,54932,AZUL,U,5.0,2.0,4.0,3.0
COLAR RESINA CI26B,54933,TELHA,U,4.0,3.0,4.0,3.0
COLAR RESINA CI26J,54937,PRETO/CARAM,U,6.0,2.0,4.0,2.0
COLAR RESINA CI26J,54938,TERRAC/OFF,U,5.0,2.0,4.0,3.0
COLAR RESINA CV26B,52812,AZUL,U,1.0,1.0,0.0,1.0
COLAR RESINA CV26B,52813,LARANJA,U,3.0,2.0,3.0,0.0
COLAR RESINA CV26C,52814,PRETO/OFF,U,0.0,0.0,0.0,0.0
COLAR RESINA CV26C,52815,LARANJA/OFF,U,0.0,1.0,0.0,1.0
COLAR RESINA CV26F,53136,PRETO,U,8.0,5.0,6.0,4.0
COLAR RESINA CV26F,53137,AMBAR,U,8.0,6.0,6.0,4.0
COLAR RESINA/CAMURCA CI25J,52678,AZUL,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CI25J,52679,MARROM/OFF,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CI25J,52680,PRETO/CARAM,U,0.0,0.0,0.0,1.0
COLAR RESINA/CAMURCA CV25B,50064,AMARELO,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CV25B,50065,OFF WHITE,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CV25B,50066,PRETO,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CV25B,50067,VERMELHO,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CV25I,50860,LARANJA,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CV25I,50861,OFF WHITE,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CV25I,50862,VERM/AZ CLARO,U,0.0,0.0,0.0,0.0
COLAR RESINA/CAMURCA CV26E,52995,AMBAR,U,10.0,9.0,6.0,4.0
COLAR RESINA/CAMURCA CV26E,52996,PRETO,U,5.0,4.0,3.0,2.0
COLAR RESINA/CAMURCA CV26E,52997,GELO,U,4.0,4.0,3.0,2.0
COLAR RESINA/METAL CI25C,51803,PRETO/CARAM,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI25C,51804,VERDE/AZUL,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI25F,51807,PRETO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI25F,51808,VERDE,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI25F,51809,VERMELHO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI25G,52266,OFF WHITE,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI25G,52267,PRETO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI25G,52268,VERMELHO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI26E,55038,PRETO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI26E,55039,VINHO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI26F,55040,PRETO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CI26F,55041,VINHO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CV25A,50063,VERMELHO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CV25J,50863,AZUL CLARO,U,0.0,0.0,0.0,0.0
COLAR RESINA/METAL CV25J,50865,VERDE,U,0.0,0.0,0.0,0.0
COPO ALUMINIO SPLASH V25,50053,PRETO,U,0.0,0.0,1.0,1.0
COPO TERMICO BRINDE,54309,PRETO,U,0.0,0.0,0.0,0.0
COPO TERMICO BRINDE,54310,BRANCO,U,0.0,0.0,0.0,0.0
DOLEIRA NY ESTAMPADO 70544 V26,53114,PRETO,U,0.0,0.0,0.0,0.0
DOLEIRA NY ESTAMPADO 70544 V26,53115,LARANJA,U,0.0,0.0,0.0,1.0
DOLEIRA NY SATIN 70578 I25,51789,AZUL,U,0.0,0.0,0.0,0.0
DOLEIRA NY SATIN 70578 I25,51790,CAQUI,U,0.0,0.0,0.0,0.0
DOLEIRA NY SATIN 70578 I25,51791,PRETO,U,0.0,0.0,0.0,0.0
DOLEIRA NY SATIN 70578 I26,54879,VINHO,U,5.0,3.0,3.0,3.0
DOLEIRA NY SATIN 70578 I26,54880,VERDE,U,5.0,3.0,3.0,3.0
DOLEIRA NY SATIN 70578 I26,54881,AREIA,U,5.0,3.0,3.0,3.0
DOLEIRA NY SATIN 70578 I26,54882,PRETO,U,5.0,2.0,3.0,1.0
DOLEIRA NYLON 70223 I25,52248,VERDE,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 I25,52249,AZUL,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 I25,52250,PRETO,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 I25,52251,VERMELHO,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 V25,50815,CARAMELO,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 V25,50816,PRETO,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 V25,50817,OFF WHITE,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 V25,50818,VERDE,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 V26,52987,PRETO,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 V26,52988,CHARUTO,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70223 V26,52989,VERMELHO,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70544 I25,52671,LISTRA AMARELO,U,0.0,0.0,0.0,0.0
DOLEIRA NYLON 70544 I25,52672,LISTRA AZUL,U,0.0,0.0,0.0,0.0
DOLEIRA SATIN 70578 V26,53918,AZUL,U,0.0,0.0,0.0,0.0
DOLEIRA SATIN 70578 V26,53919,OFF WHITE,U,0.0,0.0,0.0,0.0
DOLEIRA SATIN 70578 V26,53920,PRETO,U,0.0,0.0,0.0,0.0
