Loja,Ref. Basica,Descriçao,Saldo em Estoque,Estoque $ Custo,Estoque $ Venda,Tab Preco Custo,PV Tab Venda,PV Tab Promo,PV Tab P Original,Razão Social Fornecedor,Nome Fantasia Fornecedor,Marca,Coleção,Categoria,SubCategoria,Origem,Material,Grupo,Artigo,Modelo,Dt. Saldo,Cod. Saldo
226 - UK - RECIFE - 226,2 02 15 008883,SANDALIA NEOPRENE TRIANON I26,17,2108,6783,124,399,399,399,CALCADOS NATORE RAPERE LTDA,NATORE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONI26,3/3/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008883,SANDALIA NEOPRENE TRIANON I26,18,2232,7182,124,399,399,399,CALCADOS NATORE RAPERE LTDA,NATORE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONI26,3/3/2026,1
240 - UK - RECIFE 3 - 240,2 02 15 008883,SANDALIA NEOPRENE TRIANON I26,1,124,399,124,399,399,399,CALCADOS NATORE RAPERE LTDA,NATORE,UNCLE K,INVERNO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONI26,3/7/2026,1
226 - UK - RECIFE - 226,2 01 04 008314,BOLSA PU SOFT 61227 V25,1,130,"234,5",130,469,"234,5",469,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,BOLSAS,SANDALIA  PLATAFORMA,IMPORTADO,PU SOFT,BOLSAS PU,BOLSA MULTIUSO,61127V25,3/16/2026,1
226 - UK - RECIFE - 226,2 01 04 008448,BOLSA NY SOFT FLUFFY 61224 V25,1,120,349,120,499,349,499,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NY SOFT FLUFFY,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61224V25,1/17/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008447,BOLSA NY SOFT FLUFFY 61223 V25,1,125,349,125,499,349,499,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NY SOFT FLUFFY,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61223V25,12/18/2024,1
226 - UK - RECIFE - 226,2 03 11 008380,MOCHILA KING RUBBER 61047 V25,1,175,589,175,589,589,589,ITIBAG COMERCIO DE BOLSAS E ACESSORIOS LTDA EPP,ITIBAG,UNCLE K,VERAO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,KING RUBBER,MOCHILAS/MALAS,MOCHILA,61047V25,12/16/2024,1
238 - UK - RECIFE 2 - 238,2 01 05 008533,BOLSA PU/NEOPRENE 61321 I25,1,135,339,135,479,339,479,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,BOLSAS,BOLSA OUTROS,IMPORTADO,PU/NEOPRENE,BOLSAS PU,BOLSA TRANSPASSE,61321I25,11/12/2025,1
240 - UK - RECIFE 3 - 240,2 03 11 008568,MOCHILA NY TWILL BUK I25,1,"150,61",549,"150,61",549,549,549,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON TWILL,MOCHILAS BASICAS,MOCHILA,BUKTWI25,5/15/2025,1
242 - UK - RECIFE 4 - 242,2 03 11 008572,MOCHILA NY TWILL 61151 I25,3,435,1617,145,539,539,539,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON TWILL,MOCHILAS/MALAS,MOCHILA,61151I25,4/23/2025,1
240 - UK - RECIFE 3 - 240,2 01 04 008554,BOLSA NY TWILL 61308 I25,1,135,489,135,489,489,489,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON TWILL,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61308I25,1/3/2026,1
226 - UK - RECIFE - 226,2 01 04 008554,BOLSA NY TWILL 61308 I25,1,135,489,135,489,489,489,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON TWILL,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61308I25,12/22/2025,1
242 - UK - RECIFE 4 - 242,2 03 11 008571,MOCHILA NY BNT 61048 I25,1,"188,69",569,"188,69",569,569,569,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS/MALAS,MOCHILA,61048BNTI25,1/23/2026,1
226 - UK - RECIFE - 226,2 03 11 008571,MOCHILA NY BNT 61048 I25,2,"377,38",1138,"188,69",569,569,569,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS/MALAS,MOCHILA,61048BNTI25,10/29/2025,1
238 - UK - RECIFE 2 - 238,2 03 11 008571,MOCHILA NY BNT 61048 I25,2,"377,38",1138,"188,69",569,569,569,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS/MALAS,MOCHILA,61048BNTI25,4/22/2025,1
238 - UK - RECIFE 2 - 238,2 03 11 008571,MOCHILA NY BNT 61048 I25,1,"188,69",569,"188,69",569,569,569,SERRAMAR DISTRIBUIDORA LTDA,SERRAMAR,UNCLE K,INVERNO 2025,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS/MALAS,MOCHILA,61048BNTI25,9/19/2025,1
238 - UK - RECIFE 2 - 238,2 04 02 008922,COLAR RESINA CI26B,5,200,545,40,109,109,109,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,INVERNO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,RESINA,BIJUTERIA,COLAR,CI26B,3/12/2026,1
226 - UK - RECIFE - 226,2 04 02 008689,COLAR RESINA/CAMURCA CV26E,5,200,645,40,129,129,129,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,VERAO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,RESINA/CAMURCA,BIJUTERIA,COLAR,CV26EV26,2/27/2026,1
226 - UK - RECIFE - 226,2 04 02 008646,COLAR CORDA/CRISTAL CV26A,1,38,129,38,129,129,129,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,VERAO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,CORDA/CRISTAIS,BIJUTERIA,COLAR,CV26AV26,3/14/2026,1
242 - UK - RECIFE 4 - 242,2 04 02 008921,COLAR RESINA CI26A,6,192,594,32,99,99,99,BIJOU FASHION BIJOUTERIAS LTDA,BIJOU FASHION BIJOUTERIAS LTDA,UNCLE K,INVERNO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,RESINA,BIJUTERIA,COLAR,CI26A,3/16/2026,1
238 - UK - RECIFE 2 - 238,2 02 18 008617,TENIS COURO GRID I25,1,"72,9",299,"72,9",299,299,299,C. TORRES DIAS INJETADOS ME,CALCADOS TORRES,UNCLE K,INVERNO 2025,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,GRIDI25,8/28/2025,1
240 - UK - RECIFE 3 - 240,2 02 18 008747,TENIS COURO GRID V26,1,"72,9",299,"72,9",299,299,299,VISPATE CALCADOS LTDA,VISPATE,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,GRIDV26,2/2/2026,1
226 - UK - RECIFE - 226,2 02 18 008747,TENIS COURO GRID V26,1,"72,9",299,"72,9",299,299,299,VISPATE CALCADOS LTDA,VISPATE,UNCLE K,VERAO 2026,CALCADOS,TENIS,NACIONAL,COURO,CALCADOS,TENIS,GRIDV26,1/24/2026,1
242 - UK - RECIFE 4 - 242,2 02 15 008755,SANDALIA NEOPRENE TRIANON V26,1,122,399,122,399,399,399,CONFORTARIA COMERCIO DE CALCADOS LTDA.,CALCADOS NATORE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONV26,2/9/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008755,SANDALIA NEOPRENE TRIANON V26,2,244,798,122,399,399,399,CONFORTARIA COMERCIO DE CALCADOS LTDA.,CALCADOS NATORE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONV26,1/30/2026,1
238 - UK - RECIFE 2 - 238,2 02 15 008755,SANDALIA NEOPRENE TRIANON V26,2,244,798,122,399,399,399,CONFORTARIA COMERCIO DE CALCADOS LTDA.,CALCADOS NATORE,UNCLE K,VERAO 2026,CALCADOS,SANDALIA,NACIONAL,NEOPRENE,CALCADOS,SANDALIA SALTO,TRIANONV26,2/28/2026,1
242 - UK - RECIFE 4 - 242,2 03 11 008845,MOCHILA NY SOFT 61406 V26,1,94,379,94,379,379,379,VITOR ABREU COMERCIO DE BIJUTERIAS LTDA,VITOR ABREU,UNCLE K,VERAO 2026,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON SOFT,MOCHILAS/MALAS,MOCHILA,61406V26,2/27/2026,1
240 - UK - RECIFE 3 - 240,2 03 11 61405,MOCHILA NY SOFT 61405 V26,1,99,399,99,399,399,399,VITOR ABREU COMERCIO DE BIJUTERIAS LTDA,VITOR ABREU,UNCLE K,VERAO 2026,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON SOFT,MOCHILAS/MALAS,MOCHILA,61405V26,3/2/2026,1
226 - UK - RECIFE - 226,2 01 04 008840,BOLSA NY SOFT 61407 V26,4,346,1396,"86,5",349,349,349,VITOR ABREU COMERCIO DE BIJUTERIAS LTDA,VITOR ABREU,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61407V26,3/18/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008839,BOLSA NY SOFT 61404 V26,3,"217,5",897,"72,5",299,299,299,VITOR ABREU COMERCIO DE BIJUTERIAS LTDA,VITOR ABREU,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61404V26,3/2/2026,1
226 - UK - RECIFE - 226,2 01 04 008837,BOLSA NY SOFT 61402 V26,1,64,269,64,269,269,269,VITOR ABREU COMERCIO DE BIJUTERIAS LTDA,VITOR ABREU,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61402V26,1/21/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008837,BOLSA NY SOFT 61402 V26,1,64,269,64,269,269,269,VITOR ABREU COMERCIO DE BIJUTERIAS LTDA,VITOR ABREU,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61402V26,2/12/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008789,BOLSA NY BNT 61042 V26,2,210,738,105,369,369,369,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON BNT,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61042V26,12/16/2025,1
226 - UK - RECIFE - 226,2 01 04 008786,BOLSA NY BNT 61038 V26,1,117,419,117,419,419,419,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON BNT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61038V26,3/10/2026,1
242 - UK - RECIFE 4 - 242,2 01 04 008788,BOLSA NY BNT 61040 V26,4,480,1756,120,439,439,439,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON BNT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61040BNTV26,12/16/2025,1
238 - UK - RECIFE 2 - 238,2 01 04 008788,BOLSA NY BNT 61040 V26,3,360,1317,120,439,439,439,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON BNT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61040BNTV26,12/16/2025,1
240 - UK - RECIFE 3 - 240,2 01 04 008802,BOLSA NY SOFT 61352 V26,1,150,549,150,549,549,549,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61352V26,1/6/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008787,BOLSA NY SOFT 61351 V26,2,280,978,140,489,489,489,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61351V26,1/6/2026,1
242 - UK - RECIFE 4 - 242,2 01 04 008787,BOLSA NY SOFT 61351 V26,1,140,489,140,489,489,489,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61351V26,1/6/2026,1
226 - UK - RECIFE - 226,2 01 04 008787,BOLSA NY SOFT 61351 V26,1,140,489,140,489,489,489,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61351V26,3/6/2026,1
226 - UK - RECIFE - 226,2 01 04 008799,BOLSA KING RUBBER 61233 V26,1,105,369,105,369,369,369,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,KING RUBBER,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61233V26,3/13/2026,1
240 - UK - RECIFE 3 - 240,2 01 04 008799,BOLSA KING RUBBER 61233 V26,4,420,1476,105,369,369,369,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,KING RUBBER,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61233V26,1/6/2026,1
226 - UK - RECIFE - 226,2 01 04 008799,BOLSA KING RUBBER 61233 V26,1,105,369,105,369,369,369,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,KING RUBBER,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61233V26,3/9/2026,1
242 - UK - RECIFE 4 - 242,2 01 04 008799,BOLSA KING RUBBER 61233 V26,1,105,369,105,369,369,369,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,KING RUBBER,BOLSAS NYLON IMPORTADO,BOLSA TRANSPASSE,61233V26,3/10/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008798,BOLSA KING RUBBER 61040 V26,2,250,878,125,439,439,439,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,KING RUBBER,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61040KRV26,3/2/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008797,BOLSA KING RUBBER 61144 V26,5,800,2495,160,499,499,499,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,KING RUBBER,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61144KRV26,1/6/2026,1
242 - UK - RECIFE 4 - 242,2 04 01 008687,POCHETE KING RUBBER 70505 V26,1,80,279,80,279,279,279,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,ACESSORIOS,ACESSORIOS,IMPORTADO,KING RUBBER,ACESSORIOS,POCHETE,70505V26,1/29/2026,1
238 - UK - RECIFE 2 - 238,2 03 11 008813,MOCHILA NY BNT 61151 V26,5,675,2695,135,539,539,539,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS/MALAS,MOCHILA,61151V26,12/16/2025,1
240 - UK - RECIFE 3 - 240,2 01 04 008796,BOLSA NY SOFT 61240 V26,1,145,499,145,499,499,499,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61240V26,12/10/2025,1
240 - UK - RECIFE 3 - 240,2 01 04 008796,BOLSA NY SOFT 61240 V26,1,145,499,145,499,499,499,TOVA EQUIPAMENTOS E ACESSORIOS LTDA,,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON SOFT,BOLSAS NYLON IMPORTADO,BOLSA MULTIUSO,61240V26,3/7/2026,1
238 - UK - RECIFE 2 - 238,2 04 01 008902,GUARDA CHUVA NYLON BORDA P  I26,13,"869,7",2327,"66,9",179,179,179,A.G. COMERCIO DE PRESENTES LTDA,LONDON GUARDA CHUVAS,UNCLE K,INVERNO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,NYLON,ACESSORIOS,GUARDA-CHUVA,BORDAI26,2/26/2026,1
226 - UK - RECIFE - 226,2 04 01 008902,GUARDA CHUVA NYLON BORDA P  I26,24,"1605,6",4296,"66,9",179,179,179,A.G. COMERCIO DE PRESENTES LTDA,LONDON GUARDA CHUVAS,UNCLE K,INVERNO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,NYLON,ACESSORIOS,GUARDA-CHUVA,BORDAI26,2/26/2026,1
226 - UK - RECIFE - 226,2 04 01 008902,GUARDA CHUVA NYLON BORDA P  I26,2,"133,8",358,"66,9",179,179,179,A.G. COMERCIO DE PRESENTES LTDA,LONDON GUARDA CHUVAS,UNCLE K,INVERNO 2026,ACESSORIOS,ACESSORIOS,NACIONAL,NYLON,ACESSORIOS,GUARDA-CHUVA,BORDAI26,3/6/2026,1
240 - UK - RECIFE 3 - 240,2 03 11 008811,MOCHILA NY BNT BUK V26,2,280,1098,140,549,549,549,LOPE DIGITAL COMMERCE,LOPE DIGITAL COMMERCE,UNCLE K,VERAO 2026,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,BUKBNTV26,12/10/2025,1
226 - UK - RECIFE - 226,2 03 11 008810,MOCHILA NY BNT MINI BUK V26,3,390,1497,130,499,499,499,LOPE DIGITAL COMMERCE,LOPE DIGITAL COMMERCE,UNCLE K,VERAO 2026,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,MINIBUKBNTV26,3/14/2026,1
240 - UK - RECIFE 3 - 240,2 03 11 008810,MOCHILA NY BNT MINI BUK V26,3,390,1497,130,499,499,499,LOPE DIGITAL COMMERCE,LOPE DIGITAL COMMERCE,UNCLE K,VERAO 2026,MOCHILAS,MOCHILA NYLON,IMPORTADO,NYLON BNT,MOCHILAS BASICAS,MOCHILA,MINIBUKBNTV26,12/10/2025,1
238 - UK - RECIFE 2 - 238,2 04 01 007166,GUARDA CHUVA MINI FUN P,1,"40,9",169,"40,9",159,169,139,CONTORNOS DIFUSAO DE MODA LTDA - EPP,CONTORNOS,UNCLE K,VERAO 2022,ACESSORIOS,ACESSORIOS,NACIONAL,,ACESSORIOS,GUARDA-CHUVA,MINI FUN,2/29/2024,1
226 - UK - RECIFE - 226,2 02 17 007307,TENIS NOBUCK NEW RAYMANN,2,238,398,119,380,199,380,ART - MILLE ARTEFATOS DE COURO,ART-MILLE,UNCLE K,INVERNO 2022,CALCADOS,SAPATO,NACIONAL,NOBUCK,MASCULINO,OXFORD,NEWRAYMANNI22,3/6/2026,1
240 - UK - RECIFE 3 - 240,2 04 02 008662,COLAR METAL CV26I,1,38,119,38,119,119,119,VIRAGINI BIJOUTERIA LTDA,VIRAGINI,UNCLE K,VERAO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,METAL,BIJUTERIA,COLAR,CV26IV26,12/26/2025,1
242 - UK - RECIFE 4 - 242,2 04 02 008662,COLAR METAL CV26I,1,38,119,38,119,119,119,VIRAGINI BIJOUTERIA LTDA,VIRAGINI,UNCLE K,VERAO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,METAL,BIJUTERIA,COLAR,CV26IV26,11/17/2025,1
238 - UK - RECIFE 2 - 238,2 04 02 008661,COLAR METAL CV26H,1,35,109,35,109,109,109,VIRAGINI BIJOUTERIA LTDA,VIRAGINI,UNCLE K,VERAO 2026,ACESSORIOS,BIJUTERIA,NACIONAL,METAL,BIJUTERIA,COLAR,CV26HV26,10/3/2025,1
238 - UK - RECIFE 2 - 238,2 01 03 008410,BOLSA COURO 61257 V25,1,195,494,195,659,494,659,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA OMBRO,61257V25,11/21/2024,1
238 - UK - RECIFE 2 - 238,2 01 05 008994,BOLSA NY SATIN 61457 V26,6,"476,1",1314,"79,35",219,219,219,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA OUTROS,NACIONAL,SATIN,BOLSAS ESPECIAIS,BOLSA OMBRO,61457V26,3/13/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008992,BOLSA NYLON 61455 V26,4,300,876,75,219,219,219,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA TRANSPASSE,61455V26,3/13/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008991,BOLSA NYLON 61454 V26,4,260,796,65,199,199,199,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA TRANSPASSE,61454V26,3/13/2026,1
226 - UK - RECIFE - 226,2 01 04 008991,BOLSA NYLON 61454 V26,2,130,398,65,199,199,199,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA TRANSPASSE,61454V26,3/19/2026,1
240 - UK - RECIFE 3 - 240,2 01 04 008990,BOLSA NYLON 61453 V26,1,70,199,70,199,199,199,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA MULTIUSO,61453V26,3/19/2026,1
238 - UK - RECIFE 2 - 238,2 01 04 008989,BOLSA NYLON 61452 V26,1,90,249,90,249,249,249,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA MULTIUSO,61452V26,3/12/2026,1
242 - UK - RECIFE 4 - 242,2 01 04 008989,BOLSA NYLON 61452 V26,1,90,249,90,249,249,249,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA NYLON,NACIONAL,NYLON,BOLSAS NYLON BASICO,BOLSA MULTIUSO,61452V26,3/13/2026,1
238 - UK - RECIFE 2 - 238,2 01 03 008988,BOLSA COURO 61459 V26,3,"262,86",807,"87,62",269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA TRANSPASSE,61459V26,3/18/2026,1
242 - UK - RECIFE 4 - 242,2 01 03 008988,BOLSA COURO 61459 V26,3,"262,86",807,"87,62",269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA TRANSPASSE,61459V26,2/13/2026,1
242 - UK - RECIFE 4 - 242,2 01 03 008987,BOLSA COURO 61458 V26,11,"964,15",2959,"87,65",269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA OMBRO,61458V26,2/13/2026,1
240 - UK - RECIFE 3 - 240,2 01 03 008987,BOLSA COURO 61458 V26,2,"175,3",538,"87,65",269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA OMBRO,61458V26,3/14/2026,1
238 - UK - RECIFE 2 - 238,2 01 03 008987,BOLSA COURO 61458 V26,1,"87,65",269,"87,65",269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA OMBRO,61458V26,3/13/2026,1
240 - UK - RECIFE 3 - 240,2 01 03 008987,BOLSA COURO 61458 V26,1,"87,65",269,"87,65",269,269,269,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,UPCYCLING,BOLSAS,BOLSA COURO,NACIONAL,COURO,BOLSAS COURO,BOLSA OMBRO,61458V26,3/20/2026,1
226 - UK - RECIFE - 226,2 01 04 008817,BOLSA NYLON 61417 B25,1,100,299,100,299,299,299,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2026,BOLSAS,BOLSA NYLON,IMPORTADO,NYLON,BOLSAS NYLON BASICO,BOLSA TRANSPASSE,61417B25,3/12/2026,1
