Cod. Empresa,Empresa,Referencia Basica,Produto,Cod. Produto,Ds. Cor,Ds. Tam,Nome Fornecedor,Nome Fantasia Fornecedor,Marca,Coleção,Categoria,Subcategoria,Grupo,Pecas Venda Liq,Valor Venda Liq,Saldo Físico Loja,Saldo Deposito Fechado,Compra Pendente
240,240 - UK - RECIFE 3 - 240,2 01 03 008261,BOLSA COURO 61063 V25,50194,PRETO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,3,"688,5",0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008261,BOLSA COURO 61063 V25,50193,OFF WHITE,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,459,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008261,BOLSA COURO 61063 V25,50194,PRETO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"229,5",1,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008261,BOLSA COURO 61063 V25,50194,PRETO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"229,5",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008261,BOLSA COURO 61063 V25,50192,CARAMELO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,3,804,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008261,BOLSA COURO 61063 V25,50195,VERMELHO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"229,5",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008261,BOLSA COURO 61063 V25,50192,CARAMELO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,"642,6",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008261,BOLSA COURO 61063 V25,50195,VERMELHO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,"558,5",0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008261,BOLSA COURO 61063 V25,50195,VERMELHO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,459,1,0,0
226,226 - UK - RECIFE - 226,2 01 03 008261,BOLSA COURO 61063 V25,50192,CARAMELO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"229,5",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008261,BOLSA COURO 61063 V25,50193,OFF WHITE,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,3,"1147,5",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008261,BOLSA COURO 61063 V25,50195,VERMELHO,U,MARJU INDUSTRIA E COMERCIO DE COURO EIRELI,MARJU,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,"688,5",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008262,BOLSA COURO 61260 V25,50199,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,459,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008262,BOLSA COURO 61260 V25,50200,VERMELHO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"390,15",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008262,BOLSA COURO 61260 V25,50197,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,459,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008262,BOLSA COURO 61260 V25,50199,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"299,5",0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008262,BOLSA COURO 61260 V25,50197,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,459,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008262,BOLSA COURO 61260 V25,50200,VERMELHO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"260,1",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008262,BOLSA COURO 61260 V25,50199,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,459,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008262,BOLSA COURO 61260 V25,50198,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,459,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008262,BOLSA COURO 61260 V25,50200,VERMELHO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"299,5",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008262,BOLSA COURO 61260 V25,50198,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,449,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008262,BOLSA COURO 61260 V25,50198,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,449,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008262,BOLSA COURO 61260 V25,50199,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,459,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008262,BOLSA COURO 61260 V25,50196,AREIA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,0,"-199,5",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008263,BOLSA COURO 61261 V25,50204,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,848,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008263,BOLSA COURO 61261 V25,50202,AREIA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,858,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008263,BOLSA COURO 61261 V25,50203,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,429,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008263,BOLSA COURO 61261 V25,50201,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,858,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008263,BOLSA COURO 61261 V25,50204,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,858,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008263,BOLSA COURO 61261 V25,50203,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,858,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008263,BOLSA COURO 61261 V25,50204,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,3,1287,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008263,BOLSA COURO 61261 V25,50204,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,858,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008263,BOLSA COURO 61261 V25,50201,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,858,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008263,BOLSA COURO 61261 V25,50203,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,3,"862,29",0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008263,BOLSA COURO 61261 V25,50205,VERMELHO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,429,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008263,BOLSA COURO 61261 V25,50201,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"364,65",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008263,BOLSA COURO 61261 V25,50205,VERMELHO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"386,1",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008263,BOLSA COURO 61261 V25,50205,VERMELHO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,419,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008263,BOLSA COURO 61261 V25,50203,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,429,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008263,BOLSA COURO 61261 V25,50201,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,429,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008264,BOLSA COURO 61262 V25,50207,AREIA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,369,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008264,BOLSA COURO 61262 V25,50206,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"234,5",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008264,BOLSA COURO 61262 V25,50210,VERMELHO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"234,5",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008264,BOLSA COURO 61262 V25,50209,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,369,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008264,BOLSA COURO 61262 V25,50206,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,369,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008264,BOLSA COURO 61262 V25,50208,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,369,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008264,BOLSA COURO 61262 V25,50209,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,369,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008264,BOLSA COURO 61262 V25,50208,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,738,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008264,BOLSA COURO 61262 V25,50209,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,369,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008264,BOLSA COURO 61262 V25,50208,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,738,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008264,BOLSA COURO 61262 V25,50210,VERMELHO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,369,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008264,BOLSA COURO 61262 V25,50209,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,369,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008265,BOLSA COURO 61107 V25,50213,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,1138,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008265,BOLSA COURO 61107 V25,50211,AMARELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,0,0,1,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008265,BOLSA COURO 61107 V25,50212,AREIA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,540,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008265,BOLSA COURO 61107 V25,50214,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,3,"1650,1",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008265,BOLSA COURO 61107 V25,50212,AREIA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,569,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008265,BOLSA COURO 61107 V25,50213,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,569,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008265,BOLSA COURO 61107 V25,50214,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,3,"1650,1",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008265,BOLSA COURO 61107 V25,50213,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,569,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008265,BOLSA COURO 61107 V25,50213,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,569,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008265,BOLSA COURO 61107 V25,50212,AREIA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,"1081,1",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008265,BOLSA COURO 61107 V25,50212,AREIA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,569,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008265,BOLSA COURO 61107 V25,50214,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,"1052,65",0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008295,BOLSA COURO 61209 V25,50308,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,449,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008295,BOLSA COURO 61209 V25,50307,LARANJA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,"775,15",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008295,BOLSA COURO 61209 V25,50307,LARANJA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"398,05",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008295,BOLSA COURO 61209 V25,50308,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,449,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008295,BOLSA COURO 61209 V25,50307,LARANJA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,838,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008295,BOLSA COURO 61209 V25,50308,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,449,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008295,BOLSA COURO 61209 V25,50306,AREIA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,449,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008295,BOLSA COURO 61209 V25,50308,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"448,9",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008296,BOLSA COURO 61210 V25,50312,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,389,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008296,BOLSA COURO 61210 V25,50313,CARAMELO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,878,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008296,BOLSA COURO 61210 V25,50312,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,"719,55",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008296,BOLSA COURO 61210 V25,50310,AREIA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,389,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008296,BOLSA COURO 61210 V25,50313,CARAMELO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,"769,65",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008296,BOLSA COURO 61210 V25,50310,AREIA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"330,65",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008296,BOLSA COURO 61210 V25,50312,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,778,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008296,BOLSA COURO 61210 V25,50310,AREIA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,778,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008296,BOLSA COURO 61210 V25,50312,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"269,5",0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008296,BOLSA COURO 61210 V25,50311,LARANJA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,978,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008296,BOLSA COURO 61210 V25,50311,LARANJA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"363,6",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008296,BOLSA COURO 61210 V25,50311,LARANJA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,404,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008297,BOLSA COURO 61211 V25,50316,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,419,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 03 008297,BOLSA COURO 61211 V25,50317,CARAMELO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,469,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008297,BOLSA COURO 61211 V25,50317,CARAMELO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,868,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008297,BOLSA COURO 61211 V25,50316,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,449,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 03 008297,BOLSA COURO 61211 V25,50317,CARAMELO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,469,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008297,BOLSA COURO 61211 V25,50315,LARANJA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,469,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008297,BOLSA COURO 61211 V25,50316,PRETO,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,2,838,0,0,0
226,226 - UK - RECIFE - 226,2 01 03 008297,BOLSA COURO 61211 V25,50314,AREIA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,"356,15",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 03 008297,BOLSA COURO 61211 V25,50315,LARANJA,U,BMCG INDUSTRIA E COMERCIO DE COURO LTDA EPP,BMCG,UNCLE K,VERAO 2025,BOLSAS,BOLSA COURO,BOLSAS COURO,1,419,0,0,0
