Cod. Empresa,Empresa,Referencia Basica,Produto,Cod. Produto,Ds. Cor,Ds. Tam,Nome Fornecedor,Nome Fantasia Fornecedor,Marca,Coleção,Categoria,Subcategoria,Grupo,Pecas Venda Liq,Valor Venda Liq,Saldo Físico Loja,Saldo Deposito Fechado,Compra Pendente
226,226 - UK - RECIFE - 226,2 01 05 008722,BOLSA LONA 61202 V26,53119,LARANJA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,1,259,1,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008722,BOLSA LONA 61202 V26,53119,LARANJA,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,2,"494,66",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008722,BOLSA LONA 61202 V26,53118,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,4,"766,15",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008722,BOLSA LONA 61202 V26,53118,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,3,717,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008723,BOLSA PU 61394 V26,53107,MARROM,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,558,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008723,BOLSA PU 61394 V26,53107,MARROM,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,"730,15",0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008723,BOLSA PU 61394 V26,53108,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,"530,1",0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008723,BOLSA PU 61394 V26,53106,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,4,"908,1",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008723,BOLSA PU 61394 V26,53106,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,498,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008723,BOLSA PU 61394 V26,53106,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,"251,1",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008723,BOLSA PU 61394 V26,53106,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,"192,72",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008723,BOLSA PU 61394 V26,53108,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,219,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008723,BOLSA PU 61394 V26,53107,MARROM,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,4,"1000,2",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008723,BOLSA PU 61394 V26,53108,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,"414,3",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008724,BOLSA PU 61395 V26,53109,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,0,0,1,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008724,BOLSA PU 61395 V26,53110,MARROM,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,199,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008724,BOLSA PU 61395 V26,53109,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,249,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008724,BOLSA PU 61395 V26,53111,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,"194,42",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008724,BOLSA PU 61395 V26,53109,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,249,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008724,BOLSA PU 61395 V26,53110,MARROM,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,249,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008724,BOLSA PU 61395 V26,53110,MARROM,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,199,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008724,BOLSA PU 61395 V26,53111,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,"224,1",0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008724,BOLSA PU 61395 V26,53109,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,249,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008724,BOLSA PU 61395 V26,53111,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,"450,9",0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008724,BOLSA PU 61395 V26,53110,MARROM,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,249,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008783,BOLSA SATIN 61286 V26,53921,AZUL,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,1,269,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008783,BOLSA SATIN 61286 V26,53923,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,2,"582,78",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008783,BOLSA SATIN 61286 V26,53923,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,2,558,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008783,BOLSA SATIN 61286 V26,53923,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,2,538,1,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008783,BOLSA SATIN 61286 V26,53921,AZUL,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,2,"457,3",1,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008783,BOLSA SATIN 61286 V26,53923,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,1,319,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008783,BOLSA SATIN 61286 V26,53922,OFF WHITE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,1,279,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008783,BOLSA SATIN 61286 V26,53922,OFF WHITE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,2,"511,1",0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008783,BOLSA SATIN 61286 V26,53922,OFF WHITE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,2,"561,1",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008783,BOLSA SATIN 61286 V26,53922,OFF WHITE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS ESPECIAIS,1,"5,38",1,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008823,BOLSA PU 61408 B25,54061,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008823,BOLSA PU 61408 B25,54060,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,109,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008823,BOLSA PU 61408 B25,54062,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008823,BOLSA PU 61408 B25,54060,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008823,BOLSA PU 61408 B25,54061,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008823,BOLSA PU 61408 B25,54060,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,308,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008823,BOLSA PU 61408 B25,54061,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008823,BOLSA PU 61408 B25,54061,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,"217,55",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008823,BOLSA PU 61408 B25,54060,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008823,BOLSA PU 61408 B25,54062,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008823,BOLSA PU 61408 B25,54062,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008823,BOLSA PU 61408 B25,54062,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008824,BOLSA PU 61409 B25,54063,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,378,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008824,BOLSA PU 61409 B25,54064,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,189,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008824,BOLSA PU 61409 B25,54065,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,298,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008824,BOLSA PU 61409 B25,54064,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,"472,1",0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008824,BOLSA PU 61409 B25,54065,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,378,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008824,BOLSA PU 61409 B25,54063,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,189,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008824,BOLSA PU 61409 B25,54065,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,149,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008824,BOLSA PU 61409 B25,54063,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,527,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008824,BOLSA PU 61409 B25,54065,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,378,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008824,BOLSA PU 61409 B25,54064,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,"134,1",1,0,0
226,226 - UK - RECIFE - 226,2 01 05 008824,BOLSA PU 61409 B25,54063,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,527,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008824,BOLSA PU 61409 B25,54064,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,189,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008825,BOLSA PU 61410 B25,54068,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,338,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008825,BOLSA PU 61410 B25,54067,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008825,BOLSA PU 61410 B25,54066,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,278,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008825,BOLSA PU 61410 B25,54067,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,219,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008825,BOLSA PU 61410 B25,54066,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,388,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008825,BOLSA PU 61410 B25,54067,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,4,646,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008825,BOLSA PU 61410 B25,54068,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,0,"16,9",1,0,0
226,226 - UK - RECIFE - 226,2 01 05 008825,BOLSA PU 61410 B25,54068,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,338,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008825,BOLSA PU 61410 B25,54066,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,477,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008825,BOLSA PU 61410 B25,54068,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,"321,1",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008825,BOLSA PU 61410 B25,54066,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,139,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008825,BOLSA PU 61410 B25,54067,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,0,0,2,0,0
226,226 - UK - RECIFE - 226,2 01 05 008826,BOLSA PU 61415 B25,54070,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,557,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008826,BOLSA PU 61415 B25,54071,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,159,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008826,BOLSA PU 61415 B25,54069,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,358,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008826,BOLSA PU 61415 B25,54069,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,358,1,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008826,BOLSA PU 61415 B25,54070,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,"135,15",0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008826,BOLSA PU 61415 B25,54069,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,358,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008826,BOLSA PU 61415 B25,54071,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,358,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008826,BOLSA PU 61415 B25,54071,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,159,0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008826,BOLSA PU 61415 B25,54069,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,159,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008826,BOLSA PU 61415 B25,54071,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,"537,1",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008826,BOLSA PU 61415 B25,54070,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,159,1,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008826,BOLSA PU 61415 B25,54070,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,159,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008827,BOLSA PU 61416 B25,54073,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,"412,1",0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008827,BOLSA PU 61416 B25,54073,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008827,BOLSA PU 61416 B25,54072,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,338,0,0,0
242,242 - UK - RECIFE 4 - 242,2 01 05 008827,BOLSA PU 61416 B25,54072,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,"287,3",0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008827,BOLSA PU 61416 B25,54073,VERDE,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,169,0,0,0
240,240 - UK - RECIFE 3 - 240,2 01 05 008827,BOLSA PU 61416 B25,54074,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,2,338,0,0,0
226,226 - UK - RECIFE - 226,2 01 05 008827,BOLSA PU 61416 B25,54072,PRETO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,3,"442,1",0,0,0
238,238 - UK - RECIFE 2 - 238,2 01 05 008827,BOLSA PU 61416 B25,54074,CARAMELO,U,"CAJU BOLSAS, SAPATOS E ACESSORIOS LTDA.",OPERA - TARSILA,UNCLE K,VERAO 2026,BOLSAS,BOLSA OUTROS,BOLSAS PU,1,149,0,0,0
